category,scientific_name,common_names,conservation_status
Vascular Plant,Eremocarpus setigerus,"Doveweed, Turkey Mullein",No Intervention
Vascular Plant,Euphorbia crenulata,"Chinese Caps, Chinesecaps",No Intervention
Vascular Plant,Hypericum anagalloides,"Creeping St. Johnswort, Tinker's Penny, Tinker's-Penny",No Intervention
Vascular Plant,Linum lewisii var. alpicola,Prairie Flax,No Intervention
Vascular Plant,Sclerolinon digynum,"Digynum Flax, Northwestern Yellowflax",No Intervention
Vascular Plant,Populus balsamifera ssp. trichocarpa,"Balsam Poplar, Black Cottonwood",No Intervention
Vascular Plant,Populus fremontii ssp. fremontii,Fremont's Cottonwood,No Intervention
Vascular Plant,Salix arctica,Arctic Willow,No Intervention
Vascular Plant,Salix brachycarpa ssp. brachycarpa,"Barrenground Willow, Short-Fruited Willow",No Intervention
Vascular Plant,Salix exigua,Narrow-Leaved Willow,No Intervention
Vascular Plant,Salix jepsonii,Jepson's Willow,No Intervention
Vascular Plant,Salix laevigata,Red Willow,No Intervention
Vascular Plant,Salix lasiolepis,Arroyo Willow,No Intervention
Vascular Plant,Salix ligulifolia,"Strapleaf Willow, Strap-Leaf Willow",No Intervention
Vascular Plant,Salix lucida ssp. lasiandra,Pacific Willow,No Intervention
Vascular Plant,Salix lutea,Yellow Willow,No Intervention
Vascular Plant,Salix orestera,Sierra Willow,No Intervention
Vascular Plant,Salix planifolia ssp. planifolia,"Diamondleaf Willow, Tealeaf Willow",No Intervention
Vascular Plant,Salix prolixa,Mackenzie's Willow,No Intervention
Vascular Plant,Salix reticulata ssp. nivalis,Snow Willow,No Intervention
Vascular Plant,Viola bakeri,Baker's Violet,No Intervention
Vascular Plant,Viola glabella,Pioneer Violet,No Intervention
Vascular Plant,Viola lobata ssp. integrifolia,Pine Violet,No Intervention
Vascular Plant,Viola lobata ssp. lobata,Pine Violet,No Intervention
Vascular Plant,Viola macloskeyi,"Macloskey's Violet, Small White Violet",No Intervention
Vascular Plant,Viola pinetorum ssp. pinetorum,Goosefoot Yellow Violet,No Intervention
Vascular Plant,Viola purpurea ssp. integrifolia,Goosefoot Violet,No Intervention
Vascular Plant,Viola purpurea ssp. purpurea,Goosefoot Violet,No Intervention
Vascular Plant,Viola purpurea ssp. quercetorum,Goosefoot Violet,No Intervention
Vascular Plant,Viola purpurea ssp. venosa,"Goosefoot Violet, Goosefoot Yellow Violet",No Intervention
Vascular Plant,Viola sheltonii,Shelton's Violet,No Intervention
Vascular Plant,Malva nicaeensis,Bull Mallow,No Intervention
Vascular Plant,Malva parviflora,"Cheeseweed, Cheeseweed Mallow, Small-Whorl Mallow",No Intervention
Vascular Plant,Sidalcea glaucescens,"Waxy Checkerbloom, Waxy Checkermallow",No Intervention
Vascular Plant,Sidalcea malviflora ssp. asprella,Dwarf Checkerbloom,No Intervention
Vascular Plant,Sidalcea reptans,Sierra Checkerbloom,No Intervention
Vascular Plant,Lythrum hyssopifolia,Hyssop Loosestrife,No Intervention
Vascular Plant,Rotala ramosior,"Lowland Rotala, Lowland Toothcup, Rotala",No Intervention
Vascular Plant,Camissonia contorta,"Contorted Suncup, Plains Evening Primrose, Plains Eveningprimrose, Plains Evening-Primrose",No Intervention
Vascular Plant,Camissonia lacustris,Grassland Suncup,No Intervention
Vascular Plant,Camissonia luciae,Santa Lucia Suncup,No Intervention
Vascular Plant,Camissonia sierrae ssp. alticola,"Mono Hot Springs Evening Primrose, Mono Hot Springs Evening-Primrose",Species of Concern
Vascular Plant,Camissonia sierrae ssp. sierrae,Sierra Suncup,No Intervention
Vascular Plant,Circaea alpina ssp. pacifica,"Small Enchanter Nightshade, Small Enchanter's Nightshade",No Intervention
Vascular Plant,Clarkia australis,Small's Southern Clarkia,No Intervention
Vascular Plant,Clarkia biloba ssp. biloba,Twolobe Clarkia,No Intervention
Vascular Plant,Clarkia dudleyana,Dudley's Clarkia,No Intervention
Vascular Plant,Clarkia gracilis ssp. albicaulis,Whitestem Clarkia,No Intervention
Vascular Plant,Clarkia heterandra,Mountain Clarkia,No Intervention
Vascular Plant,Clarkia modesta,Waltham Creek Clarkia,No Intervention
Vascular Plant,Clarkia purpurea ssp. quadrivulnera,"Winecup Clarkia, Winecup Fairyfan",No Intervention
Vascular Plant,Clarkia purpurea ssp. viminea,Winecup Clarkia,No Intervention
Vascular Plant,Clarkia rhomboidea,"Broadleaf Clarkia, Diamond Clarkia, Diamond Fairyfan",No Intervention
Vascular Plant,Clarkia unguiculata,Elegant Clarkia,No Intervention
Vascular Plant,Clarkia williamsonii,Fort Miller Clarkia,No Intervention
Vascular Plant,Epilobium angustifolium ssp. circumvagum,Fireweed,No Intervention
Vascular Plant,Epilobium canum ssp. latifolium,Hummingbird Trumpet,No Intervention
Vascular Plant,Epilobium ciliatum,"Fringed Willowherb, Hairy Willowherb, Hairy Willowweed",No Intervention
Vascular Plant,Epilobium ciliatum ssp. ciliatum,"Coast Willowweed, Fringed Willowherb",No Intervention
Vascular Plant,Epilobium ciliatum ssp. glandulosum,"Fringed Willowherb, Glandular Willowherb, Glandular Willowweed",No Intervention
Vascular Plant,Epilobium densiflorum,"Dense-Flower Spike-Primrose, Denseflower Willowherb, Denseflower Willowweed",No Intervention
Vascular Plant,Epilobium foliosum,"California Willowherb, Leafy Willowherb",No Intervention
Vascular Plant,Epilobium glaberrimum ssp. fastigiatum,"Glaucus Willowherb, Smooth Willowweed",No Intervention
Vascular Plant,Epilobium glaberrimum ssp. glaberrimum,"Glaucus Willowherb, Smooth Willowweed",No Intervention
Vascular Plant,Epilobium howellii,Yuba Pass Willowherb,No Intervention
Vascular Plant,Epilobium latifolium,Dwarf Fireweed,No Intervention
Vascular Plant,Epilobium minutum,"Chaparral Willowherb, Minute Willowweed",No Intervention
Vascular Plant,Epilobium obcordatum,"Rockfringe, Rose Willowweed",No Intervention
Vascular Plant,Epilobium oreganum,"Grants Pass Willowherb, Oregon Fireweed",Species of Concern
Vascular Plant,Epilobium oregonense,"Oregon Willowherb, Oregon Willowweed",No Intervention
Vascular Plant,Epilobium torreyi,"Narrowleaf Willowweed, Torrey's Willowherb",No Intervention
Vascular Plant,Gayophytum decipiens,Deceptive Groundsmoke,No Intervention
Vascular Plant,Gayophytum eriospermum,Coville's Groundsmoke,No Intervention
Vascular Plant,Gayophytum heterozygum,"Dwarf Groundsmoke, Zigzag Groundsmoke",No Intervention
Vascular Plant,Ludwigia palustris,"Marsh Primrose-Willow, Marsh Seedbox",No Intervention
Vascular Plant,Oenothera elata ssp. hirsutissima,"Hooker's Evening Primrose, Hooker's Eveningprimrose, Hooker's Evening-Primrose",No Intervention
Vascular Plant,Brasenia schreberi,"Schreber's Watershield, Watershield",No Intervention
Vascular Plant,Nuphar lutea ssp. polysepala,"Rocky Mountain Cowlily, Rocky Mountain Pondlily, Rocky Mountain Pond-Lily, Yellow Pond-Lily",No Intervention
Vascular Plant,Botrychium ascendens,"Trianglelobe Moonwort, Upswept Moonwort",Species of Concern
Vascular Plant,Botrychium minganense,"Mingan Island Grapefern, Mingan Moonwort",No Intervention
Vascular Plant,Oxalis corniculata,"Creeping Oxalis, Creeping Woodsorrel, 'Ihi, Yellow Oxalis, Yellow Wood Sorrel",No Intervention
Vascular Plant,Calocedrus decurrens,Incense Cedar,No Intervention
Vascular Plant,Juniperus communis,"Common Juniper, Dwarf Juniper",No Intervention
Vascular Plant,Juniperus occidentalis,Western Juniper,No Intervention
Vascular Plant,Sequoiadendron giganteum,"Giant Redwood, Giant Sequoia, Sierra Redwood",No Intervention
Vascular Plant,Abies concolor,"Balsam Fir, Colorado Fir, Concolor Fir, Silver Fir, White Balsam, White Fir",No Intervention
Vascular Plant,Pinus attenuata,Knobcone Pine,No Intervention
Vascular Plant,Pinus contorta ssp. murrayana,"Sierra Lodgepole Pine, Tamarack Pine",No Intervention
Vascular Plant,Pinus jeffreyi,"Black Pine, Jeffrey Pine, Jeffrey's Pine",No Intervention
Vascular Plant,Pinus lambertiana,"California Sugar Pine, Sugar Pine",No Intervention
Vascular Plant,Pinus monophylla,"Nut Pine, One-Leaf Pine, Singleleaf Pinyon",No Intervention
Vascular Plant,Pinus monticola,"Idaho White Pine, Mountain White Pine, Silver Pine, Western White Pine",No Intervention
Vascular Plant,Pinus ponderosa,"Blackjack Pine, Bull Pine, Ponderosa Pine, Rock Pine, Western Yellow Pine",No Intervention
Vascular Plant,Pinus sabiniana,"Bull Pine, California Foothill Pine, Digger Pine, Gray Pine",No Intervention
Vascular Plant,Pseudotsuga menziesii var. menziesii,"Coast Douglas-Fir, Douglas-Fir",No Intervention
Vascular Plant,Tsuga mertensiana,"Alpine Hemlock, Black Hemlock, Hemlock Spruce, Mountain Hemlock",No Intervention
Vascular Plant,Torreya californica,"California Nutmeg, California Torreya",No Intervention
Vascular Plant,Asarum hartwegii,Hartweg's Wildginger,No Intervention
Vascular Plant,Asarum lemmonii,Lemmon's Wildginger,No Intervention
Vascular Plant,Bulbostylis capillaris,"Densetuft Hairsedge, Threadleaf Beakseed",No Intervention
Vascular Plant,Carex abrupta,Abruptbeak Sedge,No Intervention
Vascular Plant,Carex amplectens,Claspbract Sedge,No Intervention
Vascular Plant,Carex amplifolia,Bigleaf Sedge,No Intervention
Vascular Plant,Carex angustata,"Common Meadow Sedge, Widefruit Sedge",No Intervention
Vascular Plant,Carex aquatilis var. aquatilis,"Leafy Tussock Sedge, Water Sedge",No Intervention
Vascular Plant,Carex bolanderi,"Bolander Sedge, Bolander's Sedge, Wood Sedge",No Intervention
Vascular Plant,Carex brainerdii,Brainerd's Sedge,No Intervention
Vascular Plant,Carex congdonii,Congdon's Sedge,No Intervention
Vascular Plant,Carex davyi,Davy's Sedge,No Intervention
Vascular Plant,Carex densa,Dense Sedge,No Intervention
Vascular Plant,Carex feta,Greensheath Sedge,No Intervention
Vascular Plant,Carex filifolia var. erostrata,Shorthair Sedge,No Intervention
Vascular Plant,Carex fissuricola,"Canyon Sedge, Cleft Sedge",No Intervention
Vascular Plant,Carex fracta,Fragile Sheath Sedge,No Intervention
Vascular Plant,Carex hassei,"Hasse's Sedge, Salt Sedge, Saltsedge",No Intervention
Vascular Plant,Carex helleri,"Heller's Sedge, Sierra Sedge",No Intervention
Vascular Plant,Carex heteroneura var. epapillosa,"Different Nerve Sedge, Different-Nerve Sedge, Nerve Sedge",No Intervention
Vascular Plant,Carex heteroneura var. heteroneura,"Different Nerve Sedge, Different-Nerve Sedge",No Intervention
Vascular Plant,Carex incurviformis var. danaensis,Coastal Sand Sedge,No Intervention
Vascular Plant,Carex integra,"Smoothbead Sedge, Smoothbeak Sedge",No Intervention
Vascular Plant,Carex jonesii,"Jones Sedge, Jones' Sedge",No Intervention
Vascular Plant,Carex laeviculmis,Smoothstem Sedge,No Intervention
Vascular Plant,Carex lanuginosa,Woolly Sedge,No Intervention
Vascular Plant,Carex lemmonii,Lemmon's Sedge,No Intervention
Vascular Plant,Carex lenticularis var. impressa,"Fewrib Sedge, Lakeshore Sedge",No Intervention
Vascular Plant,Carex lenticularis var. lipocarpa,"Kellogg Sedge, Kellogg's Sedge",No Intervention
Vascular Plant,Carex luzulifolia,Littleleaf Sedge,No Intervention
Vascular Plant,Carex mariposana,Mariposa Sedge,No Intervention
Vascular Plant,Carex multicaulis,Manystem Sedge,No Intervention
Vascular Plant,Carex multicostata,Manyrib Sedge,No Intervention
Vascular Plant,Carex nervina,"Nerved Sedge, Sierra Sedge",No Intervention
Vascular Plant,Carex nudata,Naked Sedge,No Intervention
Vascular Plant,Carex sartwelliana,Yosemite Sedge,No Intervention
Vascular Plant,Carex scopulorum var. bracteosa,"Craterlike Sedge, Mountain Sedge",No Intervention
Vascular Plant,Carex senta,"Swamp Carex, Swamp Sedge",No Intervention
Vascular Plant,Carex specifica,Narrowfruit Sedge,No Intervention
Vascular Plant,Carex spectabilis,Showy Sedge,No Intervention
Vascular Plant,Carex stipata var. stipata,Owlfruit Sedge,No Intervention
Vascular Plant,Carex straminiformis,Shasta Sedge,No Intervention
Vascular Plant,Carex subfusca,Brown Sedge,No Intervention
Vascular Plant,Carex tahoensis,Tahoe Sedge,No Intervention
Vascular Plant,Carex tiogana,Tioga Pass Sedge,No Intervention
Vascular Plant,Carex tompkinsii,Thompkins' Sedge,No Intervention
Vascular Plant,Carex vernacula,"Native Sedge, Spring Sedge",No Intervention
Vascular Plant,Carex whitneyi,"Whitney Sedge, Whitney's Sedge",No Intervention
Vascular Plant,Cyperus eragrostis,Tall Flatsedge,No Intervention
Vascular Plant,Cyperus esculentus,"Chufa Flatsedge, Yellow Nutgrass, Yellow Nutsedge",No Intervention
Vascular Plant,Eleocharis acicularis var. acicularis,"Needle Spikerush, Needle Spike-Rush",No Intervention
Vascular Plant,Eleocharis bolanderi,Bolander's Spikerush,No Intervention
Vascular Plant,Eleocharis decumbens,Decumbent Spikerush,No Intervention
Vascular Plant,Eleocharis macrostachya,Pale Spikerush,No Intervention
Vascular Plant,Eleocharis parishii,"Parish Spikerush, Parish's Spikerush",No Intervention
Vascular Plant,Eriophorum crinigerum,Fringed Cottongrass,No Intervention
Vascular Plant,Lipocarpha micrantha,"Dwarf Bulrush, Smallflower Halfchaff Sedge, Small-Flower Halfchaff Sedge, Smallflower Hemicarpha",No Intervention
Vascular Plant,Lipocarpha occidentalis,Western Halfchaff Sedge,No Intervention
Vascular Plant,Rhynchospora alba,White Beaksedge,No Intervention
Vascular Plant,Scirpus cernuus,Low Bulrush,No Intervention
Vascular Plant,Scirpus congdonii,Congdon's Bulrush,No Intervention
Vascular Plant,Scirpus diffusus,Umbrella Bulrush,No Intervention
Vascular Plant,Juncus balticus,Baltic Rush,No Intervention
Vascular Plant,Juncus bryoides,Moss Rush,No Intervention
Vascular Plant,Juncus bufonius var. bufonius,Toad Rush,No Intervention
Vascular Plant,Juncus bufonius var. occidentalis,Toad Rush,No Intervention
Vascular Plant,Juncus capillaris,Hairystem Dwarf Rush,No Intervention
Vascular Plant,Juncus chlorocephalus,Greenhead Rush,No Intervention
Vascular Plant,Juncus covillei var. obtusatus,Coville's Rush,No Intervention
Vascular Plant,Juncus dubius,"Dubius Rush, Mariposa Rush, Questionable Rush",No Intervention
Vascular Plant,Juncus effusus var. exiguus,"Lamp Rush, Small Rush",No Intervention
Vascular Plant,Juncus effusus var. pacificus,Pacific Rush,No Intervention
Vascular Plant,Juncus ensifolius,"Swordleaf Rush, Three-Stamened Rush",No Intervention
Vascular Plant,Juncus hemiendytus var. abjectus,Herman's Dwarf Rush,No Intervention
Vascular Plant,Juncus hemiendytus var. hemiendytus,Herman's Dwarf Rush,No Intervention
Vascular Plant,Juncus macrandrus,Longanther Rush,No Intervention
Vascular Plant,Juncus mexicanus,Mexican Rush,No Intervention
Vascular Plant,Juncus occidentalis,Western Rush,No Intervention
Vascular Plant,Juncus orthophyllus,Straightleaf Rush,No Intervention
Vascular Plant,Juncus oxymeris,Pointed Rush,No Intervention
Vascular Plant,Juncus saximontanus,Rocky Mountain Rush,No Intervention
Vascular Plant,Juncus tenuis,"Field Rush, Path Rush, Poverty Rush, Slender Rush, Slender Yard Rush, Wiregrass",No Intervention
Vascular Plant,Juncus tiehmii,"Nevada Rush, Tiehm's Rush",No Intervention
Vascular Plant,Juncus triformis,Yosemite Dwarf Rush,No Intervention
Vascular Plant,Juncus uncialis,Twelfth Rush,No Intervention
Vascular Plant,Juncus xiphioides,Irisleaf Rush,No Intervention
Vascular Plant,Luzula comosa,Pacific Woodrush,No Intervention
Vascular Plant,Luzula divaricata,Forked Woodrush,No Intervention
Vascular Plant,Luzula orestera,Sierra Woodrush,No Intervention
Vascular Plant,Luzula subcongesta,Donner Woodrush,No Intervention
Vascular Plant,Achnatherum latiglume,Sierra Needlegrass,No Intervention
Vascular Plant,Achnatherum lemmonii,Lemmon's Needlegrass,No Intervention
Vascular Plant,Achnatherum nelsonii ssp. dorei,"Columbia Needlegrass, Dore's Needlegrass",No Intervention
Vascular Plant,Achnatherum nevadense,Nevada Needlegrass,No Intervention
Vascular Plant,Achnatherum occidentale ssp. californicum,California Needlegrass,No Intervention
Vascular Plant,Achnatherum occidentale ssp. occidentale,"Western Needle Grass, Western Needlegrass",No Intervention
Vascular Plant,Achnatherum occidentale ssp. pubescens,"Elmer's Needlegrass, Pubescent Western Needlegrass",No Intervention
Vascular Plant,Achnatherum thurberianum,Thurber's Needlegrass,No Intervention
Vascular Plant,Agrostis capillaris,"Colonial Bent, Colonial Bentgrass",No Intervention
Vascular Plant,Agrostis gigantea,"Black Bent, Redtop, Water Bentgrass",No Intervention
Vascular Plant,Agrostis pallens,Seashore Bentgrass,No Intervention
Vascular Plant,Agrostis scabra,"Rough Bent, Rough Bentgrass, Ticklegrass",No Intervention
Vascular Plant,Agrostis variabilis,"Mountain Bentgrass, Mountain Redtop",No Intervention
Vascular Plant,Andropogon virginicus var. virginicus,"Broomsedge, Broomsedge Bluestem",No Intervention
Vascular Plant,Aristida divaricata,Poverty Threeawn,No Intervention
Vascular Plant,Avena barbata,"Slender Oat, Slender Oats, Slender Wildoat",No Intervention
Vascular Plant,Briza minor,Little Quakinggrass,No Intervention
Vascular Plant,Bromus arenarius,Australian Brome,No Intervention
Vascular Plant,Bromus catharticus,"Rescue Brome, Rescue Grass, Rescuegras, Rescuegrass",No Intervention
Vascular Plant,Bromus diandrus,Ripgut Brome,No Intervention
Vascular Plant,Bromus grandis,Tall Brome,No Intervention
Vascular Plant,Bromus hordeaceus,"Soft Brome, Soft Chess",No Intervention
Vascular Plant,Bromus inermis ssp. inermis,Smooth Brome,No Intervention
Vascular Plant,Bromus laevipes,"Chinook Brome, Woodland Brome",No Intervention
Vascular Plant,Bromus orcuttianus,"Orcutt Brome, Orcutt's Brome",No Intervention
Vascular Plant,Bromus secalinus,"Bromegrass, Cheat, Chess, Chess Brome, Rye Brome, Ryebrome",No Intervention
Vascular Plant,Bromus sterilis,"Barren Bromegrass, Poverty Brome, Sterile Brome",No Intervention
Vascular Plant,Bromus suksdorfii,Suksdorf's Brome,No Intervention
